Customer ID,Date of Purchase,Purchase Value
10870,2022-08-04 12:19:58.580611,940.11
10392,2024-12-26 12:19:58.580611,177.93
10206,2023-08-16 12:19:58.580611,142.23
11038,2024-06-16 12:19:58.580611,111.59
11881,2023-06-27 12:19:58.580611,299.56
11484,2022-05-26 12:19:58.580611,549.99
10863,2023-09-30 12:19:58.580611,1128.77
10563,2024-11-23 12:19:58.580611,597.34
11020,2023-04-06 12:19:58.580611,412.18
10095,2024-07-19 12:19:58.580611,713.75
11923,2023-06-07 12:19:58.580611,214.25
11757,2024-07-31 12:19:58.580611,766.55
12278,2022-07-27 12:19:58.580611,720.96
11678,2022-12-26 12:19:58.580611,969.11
10540,2024-11-15 12:19:58.580611,1185.22
11059,2024-09-29 12:19:58.580611,368.47
11183,2023-01-25 12:19:58.580611,655.72
11722,2024-10-21 12:19:58.580611,1098.84
11819,2023-09-10 12:19:58.580611,961.56
11597,2024-10-23 12:19:58.580611,631.02
10795,2023-06-19 12:19:58.580611,1139.36
11051,2023-06-22 12:19:58.580611,153.53
11643,2024-01-21 12:19:58.580611,1123.41
11363,2023-08-19 12:19:58.580611,146.06
11981,2023-07-17 12:19:58.580611,697.51
11354,2024-01-08 12:19:58.580611,1078.39
11663,2023-05-11 12:19:58.580611,381.62
11529,2024-10-31 12:19:58.580611,614.2
12038,2024-04-18 12:19:58.580611,450.01
11496,2024-04-25 12:19:58.580611,1146.88
12237,2024-12-02 12:19:58.580611,1004.25
11408,2023-11-03 12:19:58.580611,876.99
11400,2022-08-07 12:19:58.580611,742.27
11306,2024-07-12 12:19:58.580611,1000.86
10972,2024-09-18 12:19:58.580611,525.42
11768,2022-08-24 12:19:58.580611,586.78
11282,2022-05-02 12:19:58.580611,900.3
10709,2022-11-25 12:19:58.580611,487.11
11479,2023-07-15 12:19:58.580611,160.93
11434,2024-02-13 12:19:58.580611,172.51
10648,2024-06-02 12:19:58.580611,218.05
10317,2022-08-01 12:19:58.580611,1055.35
11257,2023-10-26 12:19:58.580611,614.17
10683,2025-01-07 12:19:58.580611,881.3
10663,2023-07-12 12:19:58.580611,526.13
11998,2022-04-19 12:19:58.580611,377.17
11631,2024-01-05 12:19:58.580611,475.38
11495,2023-04-14 12:19:58.580611,971.54
11136,2024-07-04 12:19:58.580611,783.99
11853,2024-09-19 12:19:58.580611,1130.78
11520,2025-02-16 12:19:58.580611,844.47
10563,2023-07-15 12:19:58.580611,722.9
11291,2024-11-22 12:19:58.580611,767.32
11636,2023-05-07 12:19:58.580611,1136.03
10698,2024-03-07 12:19:58.580611,964.9
12160,2023-08-28 12:19:58.580611,116.69
10001,2022-04-29 12:19:58.580611,682.9
10641,2024-01-12 12:19:58.580611,854.06
12267,2024-05-01 12:19:58.580611,921.06
11589,2025-02-14 12:19:58.580611,326.59
10854,2024-07-19 12:19:58.580611,1052.57
11759,2022-10-13 12:19:58.580611,1150.99
12432,2022-10-18 12:19:58.580611,352.75
11661,2024-06-19 12:19:58.580611,1069.7
11153,2024-12-16 12:19:58.580611,197.65
11076,2022-10-09 12:19:58.580611,151.83
11707,2023-06-12 12:19:58.580611,233.44
11695,2022-05-09 12:19:58.580611,154.09
11733,2023-12-01 12:19:58.580611,1027.96
11439,2023-11-06 12:19:58.580611,155.55
12294,2023-07-13 12:19:58.580611,391.55
10835,2023-01-03 12:19:58.580611,205.17
10202,2022-05-16 12:19:58.580611,417.92
10122,2024-09-06 12:19:58.580611,190.52
10400,2023-06-21 12:19:58.580611,831.48
10766,2024-02-23 12:19:58.580611,237.99
10293,2023-05-12 12:19:58.580611,1035.55
12327,2024-08-17 12:19:58.580611,997.08
10197,2022-12-04 12:19:58.580611,105.16
11930,2025-02-15 12:19:58.580611,1084.26
12191,2022-10-30 12:19:58.580611,122.13
10608,2023-04-09 12:19:58.580611,356.01
11147,2022-05-08 12:19:58.580611,125.95
10186,2023-09-24 12:19:58.580611,462.79
11794,2023-11-14 12:19:58.580611,660.39
10659,2022-05-14 12:19:58.580611,974.28
11955,2024-08-15 12:19:58.580611,465.16
11369,2024-07-22 12:19:58.580611,873.09
11986,2022-07-15 12:19:58.580611,298.13
11534,2022-05-21 12:19:58.580611,923.16
10146,2022-08-11 12:19:58.580611,351.96
11734,2022-08-18 12:19:58.580611,249.33
11843,2022-06-18 12:19:58.580611,295.8
10488,2024-06-17 12:19:58.580611,292.09
11959,2024-03-29 12:19:58.580611,659.28
11663,2023-06-20 12:19:58.580611,1027.73
12385,2022-10-06 12:19:58.580611,178.36
10640,2024-08-26 12:19:58.580611,874.72
11802,2023-10-22 12:19:58.580611,816.32
11969,2024-11-23 12:19:58.580611,1058.5
12198,2023-06-19 12:19:58.580611,361.0
11438,2025-02-13 12:19:58.580611,589.62
11634,2024-12-15 12:19:58.580611,1117.67
10262,2024-03-22 12:19:58.580611,822.59
11787,2022-06-03 12:19:58.580611,521.53
12191,2023-12-20 12:19:58.580611,235.87
12393,2022-05-08 12:19:58.580611,381.36
10623,2022-07-27 12:19:58.580611,735.15
11016,2022-06-03 12:19:58.580611,887.17
10880,2024-07-11 12:19:58.580611,228.11
12049,2023-02-02 12:19:58.580611,755.55
11327,2023-03-24 12:19:58.580611,700.89
12301,2023-12-12 12:19:58.580611,660.49
10452,2022-08-02 12:19:58.580611,856.04
11183,2023-05-29 12:19:58.580611,1019.57
12056,2022-04-07 12:19:58.580611,448.52
11682,2024-03-29 12:19:58.580611,1076.8
12255,2024-01-13 12:19:58.580611,268.3
11154,2023-03-25 12:19:58.580611,282.06
10403,2022-10-03 12:19:58.580611,386.12
12199,2025-01-04 12:19:58.580611,222.68
12101,2022-06-11 12:19:58.580611,345.65
11696,2023-02-11 12:19:58.580611,208.12
10627,2023-11-22 12:19:58.580611,1002.15
10586,2024-12-12 12:19:58.580611,244.26
11648,2024-05-28 12:19:58.580611,919.5
11443,2022-11-05 12:19:58.580611,143.18
11445,2024-11-28 12:19:58.580611,1142.86
10103,2024-09-06 12:19:58.580611,879.39
10253,2022-10-25 12:19:58.580611,97.54
11496,2023-03-24 12:19:58.580611,937.88
10098,2022-05-21 12:19:58.580611,660.63
12200,2024-07-09 12:19:58.580611,955.1
11884,2023-08-14 12:19:58.580611,669.97
11919,2022-09-09 12:19:58.580611,801.54
10877,2024-05-12 12:19:58.580611,962.83
10337,2022-09-13 12:19:58.580611,539.67
10956,2022-07-12 12:19:58.580611,93.01
11704,2024-11-26 12:19:58.580611,1033.44
10160,2023-09-30 12:19:58.580611,512.79
11603,2022-09-29 12:19:58.580611,640.61
10397,2023-06-16 12:19:58.580611,98.62
11300,2023-05-04 12:19:58.580611,636.22
10815,2022-06-19 12:19:58.580611,1185.0
11527,2024-12-29 12:19:58.580611,398.88
11919,2023-03-01 12:19:58.580611,528.91
11415,2022-09-19 12:19:58.580611,852.78
11158,2024-10-08 12:19:58.580611,994.42
11218,2023-05-24 12:19:58.580611,553.3
10400,2023-09-26 12:19:58.580611,433.73
10639,2023-11-29 12:19:58.580611,1130.99
10459,2024-08-18 12:19:58.580611,841.63
10954,2023-10-29 12:19:58.580611,222.11
10469,2023-07-03 12:19:58.580611,166.51
11045,2022-09-19 12:19:58.580611,626.74
11693,2022-09-30 12:19:58.580611,334.3
12085,2024-12-14 12:19:58.580611,371.92
12277,2023-06-11 12:19:58.580611,1064.24
10562,2024-02-04 12:19:58.580611,189.42
11799,2023-09-30 12:19:58.580611,884.05
12074,2023-08-02 12:19:58.580611,390.97
10225,2023-09-17 12:19:58.580611,933.96
10797,2023-05-23 12:19:58.580611,891.88
12331,2022-11-11 12:19:58.580611,98.21
10959,2024-12-13 12:19:58.580611,655.14
11504,2023-12-09 12:19:58.580611,244.64
10452,2023-07-18 12:19:58.580611,1051.51
10815,2024-09-16 12:19:58.580611,1057.46
10658,2023-02-17 12:19:58.580611,554.36
10546,2022-03-23 12:19:58.580611,583.28
11215,2023-12-12 12:19:58.580611,426.64
10016,2023-08-19 12:19:58.580611,885.43
11243,2024-10-02 12:19:58.580611,488.11
12205,2023-01-01 12:19:58.580611,387.25
11069,2022-08-11 12:19:58.580611,569.78
12146,2023-08-27 12:19:58.580611,191.55
11768,2024-02-17 12:19:58.580611,918.73
11060,2022-11-08 12:19:58.580611,103.98
12327,2024-03-29 12:19:58.580611,805.38
10301,2024-01-24 12:19:58.580611,292.98
10180,2022-07-16 12:19:58.580611,347.97
10606,2022-08-11 12:19:58.580611,795.55
10699,2023-11-17 12:19:58.580611,1192.17
10992,2023-01-04 12:19:58.580611,953.27
11139,2022-06-09 12:19:58.580611,340.68
10190,2023-11-09 12:19:58.580611,285.39
12300,2022-03-30 12:19:58.580611,1051.52
10980,2023-06-15 12:19:58.580611,583.04
12006,2023-07-01 12:19:58.580611,242.13
11184,2024-03-10 12:19:58.580611,1047.05
10127,2023-10-10 12:19:58.580611,995.86
12065,2023-01-08 12:19:58.580611,1182.14
11816,2022-06-04 12:19:58.580611,1099.82
11758,2022-11-15 12:19:58.580611,1035.49
10569,2022-12-13 12:19:58.580611,148.36
11346,2024-12-25 12:19:58.580611,205.9
11895,2022-03-10 12:19:58.580611,721.57
10625,2024-04-14 12:19:58.580611,679.94
11686,2025-01-21 12:19:58.580611,598.34
10154,2023-08-03 12:19:58.580611,530.44
11409,2024-07-30 12:19:58.580611,568.64
10784,2024-11-16 12:19:58.580611,721.92
10245,2022-05-19 12:19:58.580611,92.3
11500,2023-10-07 12:19:58.580611,379.39
11705,2023-09-05 12:19:58.580611,665.29
10537,2022-11-28 12:19:58.580611,891.66
11890,2024-06-19 12:19:58.580611,283.31
11841,2022-05-28 12:19:58.580611,697.04
10920,2022-09-24 12:19:58.580611,883.05
10524,2022-10-24 12:19:58.580611,583.54
11529,2023-02-20 12:19:58.580611,120.06
10035,2024-07-16 12:19:58.580611,588.69
10684,2022-06-15 12:19:58.580611,419.05
10019,2023-08-20 12:19:58.580611,1121.91
12368,2024-04-05 12:19:58.580611,228.32
10399,2024-04-30 12:19:58.580611,814.25
10971,2024-10-21 12:19:58.580611,148.52
11906,2024-02-22 12:19:58.580611,585.25
11166,2024-07-02 12:19:58.580611,704.92
11115,2024-07-25 12:19:58.580611,420.73
10833,2024-07-31 12:19:58.580611,595.13
11823,2024-08-11 12:19:58.580611,271.54
11982,2022-05-12 12:19:58.580611,427.58
10853,2025-01-23 12:19:58.580611,779.43
10050,2022-10-22 12:19:58.580611,425.0
10574,2024-11-12 12:19:58.580611,1088.71
11148,2024-03-01 12:19:58.580611,787.53
12197,2022-05-31 12:19:58.580611,576.9
12361,2022-10-31 12:19:58.580611,133.02
12352,2023-05-07 12:19:58.580611,644.5
11715,2024-06-27 12:19:58.580611,938.9
10681,2024-08-17 12:19:58.580611,384.77
10837,2022-07-01 12:19:58.580611,985.52
11077,2024-05-11 12:19:58.580611,369.51
12311,2024-01-03 12:19:58.580611,1004.36
11595,2024-12-08 12:19:58.580611,184.65
10004,2023-03-06 12:19:58.580611,1051.46
11126,2024-08-20 12:19:58.580611,644.1
11219,2023-09-25 12:19:58.580611,419.16
10773,2024-08-29 12:19:58.580611,384.28
10876,2023-09-01 12:19:58.580611,569.53
10991,2022-11-06 12:19:58.580611,1198.94
10046,2024-06-05 12:19:58.580611,334.56
10268,2024-10-13 12:19:58.580611,204.57
10369,2023-08-11 12:19:58.580611,739.39
10635,2023-07-15 12:19:58.580611,632.28
11129,2023-04-16 12:19:58.580611,671.86
11693,2024-07-09 12:19:58.580611,830.3
11682,2022-10-06 12:19:58.580611,386.53
10656,2022-05-14 12:19:58.580611,1100.84
10119,2023-01-25 12:19:58.580611,573.6
10830,2023-07-12 12:19:58.580611,233.29
11810,2024-02-22 12:19:58.580611,913.95
11081,2024-02-01 12:19:58.580611,803.85
11974,2022-07-19 12:19:58.580611,440.48
11369,2024-09-03 12:19:58.580611,779.89
10740,2023-03-27 12:19:58.580611,334.05
10116,2022-03-31 12:19:58.580611,583.77
11853,2023-02-13 12:19:58.580611,1088.35
11150,2023-12-23 12:19:58.580611,238.22
11931,2024-01-15 12:19:58.580611,519.23
11012,2024-10-20 12:19:58.580611,1001.47
11664,2024-04-20 12:19:58.580611,1166.13
11081,2024-04-28 12:19:58.580611,593.86
10633,2023-06-12 12:19:58.580611,652.77
10512,2024-03-10 12:19:58.580611,725.11
11119,2024-06-01 12:19:58.580611,1124.91
11141,2024-12-12 12:19:58.580611,1042.61
10559,2023-03-11 12:19:58.580611,279.37
10487,2022-08-04 12:19:58.580611,574.8
10896,2024-01-14 12:19:58.580611,605.04
11212,2023-10-03 12:19:58.580611,965.9
10703,2023-05-14 12:19:58.580611,759.21
11470,2023-03-27 12:19:58.580611,816.18
10580,2022-10-23 12:19:58.580611,1198.0
12294,2023-12-06 12:19:58.580611,173.21
10153,2022-07-12 12:19:58.580611,337.54
11679,2022-05-01 12:19:58.580611,542.76
10996,2024-03-26 12:19:58.580611,476.04
11243,2022-11-30 12:19:58.580611,114.03
11092,2024-04-11 12:19:58.580611,191.87
11008,2023-06-04 12:19:58.580611,845.86
12141,2024-08-04 12:19:58.580611,1066.05
11773,2024-03-14 12:19:58.580611,660.79
10957,2022-10-31 12:19:58.580611,688.5
10452,2024-03-14 12:19:58.580611,373.15
11227,2022-04-12 12:19:58.580611,942.34
12265,2022-10-06 12:19:58.580611,924.49
12388,2022-05-02 12:19:58.580611,743.09
10550,2023-06-18 12:19:58.580611,326.06
11635,2024-04-22 12:19:58.580611,197.69
11312,2023-02-23 12:19:58.580611,161.3
11757,2023-10-31 12:19:58.580611,747.89
10356,2022-12-10 12:19:58.580611,1005.79
12070,2024-07-01 12:19:58.580611,1042.75
11785,2022-08-25 12:19:58.580611,604.62
11781,2025-01-29 12:19:58.580611,960.54
11631,2022-03-05 12:19:58.580611,1141.04
11015,2022-03-08 12:19:58.580611,395.44
11348,2022-11-10 12:19:58.580611,531.74
10515,2022-07-23 12:19:58.580611,1123.94
10335,2022-11-05 12:19:58.580611,465.44
11782,2023-06-16 12:19:58.580611,1104.4
12305,2023-06-13 12:19:58.580611,1178.96
10496,2023-07-22 12:19:58.580611,824.61
10895,2024-02-19 12:19:58.580611,996.75
12207,2023-10-29 12:19:58.580611,922.0
10851,2023-05-18 12:19:58.580611,866.48
11687,2022-07-21 12:19:58.580611,430.69
11931,2024-10-11 12:19:58.580611,153.37
12427,2022-05-05 12:19:58.580611,470.79
11568,2023-06-22 12:19:58.580611,830.3
10956,2024-05-01 12:19:58.580611,203.81
11636,2025-01-28 12:19:58.580611,103.23
11291,2022-12-24 12:19:58.580611,245.06
11440,2022-12-22 12:19:58.580611,884.47
11191,2024-09-28 12:19:58.580611,1169.8
11066,2023-08-04 12:19:58.580611,1181.2
10284,2024-10-22 12:19:58.580611,638.32
10011,2025-02-27 12:19:58.580611,1054.98
11630,2023-07-05 12:19:58.580611,907.88
10753,2022-04-03 12:19:58.580611,646.15
12082,2023-05-21 12:19:58.580611,725.76
10089,2024-01-02 12:19:58.580611,242.32
10775,2024-03-07 12:19:58.580611,1130.8
11625,2023-03-24 12:19:58.580611,480.64
10417,2023-12-14 12:19:58.580611,585.23
10114,2022-07-03 12:19:58.580611,835.54
10616,2022-11-04 12:19:58.580611,460.63
10825,2024-05-29 12:19:58.580611,372.23
11649,2022-12-01 12:19:58.580611,790.46
11516,2022-11-11 12:19:58.580611,117.73
10412,2023-05-05 12:19:58.580611,890.0
10728,2024-01-31 12:19:58.580611,660.57
10675,2023-01-06 12:19:58.580611,762.39
11892,2022-04-16 12:19:58.580611,791.39
12239,2022-10-22 12:19:58.580611,675.03
11122,2022-05-29 12:19:58.580611,736.61
11571,2024-03-22 12:19:58.580611,849.0
10977,2024-12-12 12:19:58.580611,925.96
11008,2023-08-09 12:19:58.580611,897.47
12143,2022-04-03 12:19:58.580611,1055.27
11687,2022-06-28 12:19:58.580611,300.28
10036,2022-04-01 12:19:58.580611,535.27
11548,2022-11-20 12:19:58.580611,1142.05
12326,2023-12-02 12:19:58.580611,530.22
12264,2022-07-11 12:19:58.580611,228.61
10872,2022-11-24 12:19:58.580611,673.24
11821,2023-04-18 12:19:58.580611,211.53
11296,2022-04-25 12:19:58.580611,315.17
12109,2022-07-29 12:19:58.580611,1198.13
10595,2025-01-24 12:19:58.580611,690.91
11903,2025-01-05 12:19:58.580611,405.3
10728,2022-05-05 12:19:58.580611,1194.2
11365,2023-08-12 12:19:58.580611,1162.88
10396,2023-07-17 12:19:58.580611,579.22
10698,2023-10-21 12:19:58.580611,379.05
12224,2023-09-14 12:19:58.580611,1020.62
11635,2022-12-24 12:19:58.580611,884.34
10395,2024-03-04 12:19:58.580611,852.5
10075,2023-12-05 12:19:58.580611,1081.36
10264,2024-09-24 12:19:58.580611,855.25
11819,2024-02-08 12:19:58.580611,405.02
10717,2023-05-12 12:19:58.580611,860.19
10850,2023-05-12 12:19:58.580611,429.45
11390,2024-08-03 12:19:58.580611,932.76
10143,2024-08-24 12:19:58.580611,777.92
10884,2023-12-08 12:19:58.580611,175.93
10395,2024-08-28 12:19:58.580611,659.25
11492,2024-09-23 12:19:58.580611,471.06
11167,2023-10-28 12:19:58.580611,454.71
11062,2024-07-16 12:19:58.580611,758.5
12156,2024-04-19 12:19:58.580611,447.78
11065,2023-07-06 12:19:58.580611,952.35
11209,2025-02-09 12:19:58.580611,168.58
10633,2024-10-07 12:19:58.580611,823.03
11156,2024-10-01 12:19:58.580611,988.21
11238,2024-04-17 12:19:58.580611,836.84
10732,2023-11-13 12:19:58.580611,641.92
10234,2022-03-29 12:19:58.580611,1144.84
10750,2023-04-09 12:19:58.580611,422.93
10953,2024-11-18 12:19:58.580611,111.28
11542,2023-05-15 12:19:58.580611,569.51
11197,2024-09-28 12:19:58.580611,126.64
11676,2022-10-02 12:19:58.580611,1148.87
11191,2024-06-25 12:19:58.580611,323.01
12217,2024-05-01 12:19:58.580611,965.71
11416,2024-11-02 12:19:58.580611,949.78
11217,2023-11-19 12:19:58.580611,331.68
11540,2024-05-12 12:19:58.580611,779.56
12076,2025-02-19 12:19:58.580611,143.37
11445,2022-12-07 12:19:58.580611,626.77
12386,2024-07-01 12:19:58.580611,106.26
11519,2024-10-28 12:19:58.580611,1112.47
11388,2022-08-09 12:19:58.580611,1173.46
11856,2023-04-27 12:19:58.580611,336.73
11365,2022-04-20 12:19:58.580611,321.0
10499,2023-01-12 12:19:58.580611,926.63
11680,2023-12-27 12:19:58.580611,371.25
10510,2023-06-28 12:19:58.580611,1083.53
10216,2024-12-21 12:19:58.580611,727.06
11324,2024-01-15 12:19:58.580611,479.36
11155,2023-03-06 12:19:58.580611,1014.29
11827,2023-03-14 12:19:58.580611,637.68
11810,2024-08-08 12:19:58.580611,1101.91
11205,2024-04-13 12:19:58.580611,1120.1
12214,2024-10-26 12:19:58.580611,273.62
10090,2024-07-20 12:19:58.580611,92.58
10713,2024-01-12 12:19:58.580611,1182.16
11881,2022-06-26 12:19:58.580611,1095.81
10038,2024-12-21 12:19:58.580611,151.54
10172,2022-11-25 12:19:58.580611,1014.67
10652,2024-09-17 12:19:58.580611,598.16
10753,2024-01-16 12:19:58.580611,377.45
11243,2024-09-16 12:19:58.580611,1065.41
11081,2024-12-24 12:19:58.580611,308.3
11683,2022-12-10 12:19:58.580611,1141.5
10455,2023-10-23 12:19:58.580611,318.24
10828,2024-01-05 12:19:58.580611,771.19
10894,2024-03-19 12:19:58.580611,337.63
11384,2022-09-09 12:19:58.580611,695.69
11958,2022-12-11 12:19:58.580611,849.21
12434,2023-05-16 12:19:58.580611,301.15
11996,2025-02-17 12:19:58.580611,668.18
12395,2023-03-21 12:19:58.580611,610.66
10189,2024-11-10 12:19:58.580611,168.85
10504,2025-01-15 12:19:58.580611,998.32
11214,2023-12-01 12:19:58.580611,462.61
11531,2022-11-09 12:19:58.580611,727.79
10823,2023-12-14 12:19:58.580611,661.41
10928,2023-07-29 12:19:58.580611,659.72
10933,2023-01-09 12:19:58.580611,209.02
11140,2022-03-06 12:19:58.580611,560.07
10133,2023-09-21 12:19:58.580611,592.13
12105,2023-12-19 12:19:58.580611,904.34
10684,2022-09-08 12:19:58.580611,1022.42
12220,2023-04-25 12:19:58.580611,694.93
11852,2022-12-16 12:19:58.580611,186.33
10814,2024-06-08 12:19:58.580611,352.9
11172,2024-10-06 12:19:58.580611,273.08
10079,2024-02-08 12:19:58.580611,228.32
10202,2024-07-06 12:19:58.580611,496.15
11252,2022-11-18 12:19:58.580611,344.63
11699,2022-11-11 12:19:58.580611,332.32
11250,2024-05-10 12:19:58.580611,150.71
11682,2022-04-03 12:19:58.580611,109.61
11555,2024-02-06 12:19:58.580611,204.07
12094,2022-08-02 12:19:58.580611,281.14
11256,2024-05-12 12:19:58.580611,568.39
11549,2025-01-05 12:19:58.580611,656.68
11166,2022-07-27 12:19:58.580611,246.06
11396,2024-09-20 12:19:58.580611,561.51
10470,2024-11-10 12:19:58.580611,469.34
11035,2024-09-24 12:19:58.580611,293.6
11353,2023-11-22 12:19:58.580611,97.59
10967,2022-07-24 12:19:58.580611,608.39
10357,2022-07-22 12:19:58.580611,851.07
10667,2022-10-05 12:19:58.580611,341.17
10372,2022-04-14 12:19:58.580611,236.31
11031,2023-07-31 12:19:58.580611,1074.62
11145,2023-04-28 12:19:58.580611,395.28
11371,2025-01-20 12:19:58.580611,338.21
10089,2022-10-31 12:19:58.580611,1041.38
10539,2023-04-05 12:19:58.580611,996.99
10868,2023-10-04 12:19:58.580611,587.66
10040,2023-04-28 12:19:58.580611,633.06
10739,2023-03-21 12:19:58.580611,331.7
11946,2023-12-23 12:19:58.580611,176.91
11224,2022-04-30 12:19:58.580611,726.51
10928,2022-07-13 12:19:58.580611,199.16
12036,2022-09-02 12:19:58.580611,588.69
10924,2022-08-22 12:19:58.580611,1133.95
11581,2022-11-18 12:19:58.580611,1147.65
10389,2023-07-10 12:19:58.580611,355.66
11617,2023-04-28 12:19:58.580611,782.77
10255,2023-04-13 12:19:58.580611,616.22
10708,2023-06-04 12:19:58.580611,1062.01
11838,2023-06-02 12:19:58.580611,391.29
11944,2023-02-21 12:19:58.580611,94.11
10009,2025-01-25 12:19:58.580611,270.44
10797,2022-12-23 12:19:58.580611,477.97
10876,2022-08-07 12:19:58.580611,440.45
11028,2023-10-22 12:19:58.580611,968.41
11015,2023-11-14 12:19:58.580611,845.42
11824,2024-07-02 12:19:58.580611,422.51
10373,2024-01-16 12:19:58.580611,598.1
12193,2023-06-28 12:19:58.580611,196.07
10223,2023-02-15 12:19:58.580611,1086.94
11262,2022-11-25 12:19:58.580611,1128.32
12224,2022-05-25 12:19:58.580611,1177.58
11802,2023-06-18 12:19:58.580611,1054.09
10852,2023-02-21 12:19:58.580611,283.1
10062,2022-10-11 12:19:58.580611,141.28
